house,seed,prev_stop,next_stop,prev_last_sample_time_s,next_first_sample_time_s,gap_s,previous_last_measured_ppm,memory_only_lower_bound_mean_ppm,memory_bound_exceeds_threshold,next_block_archived_hit,memory_bound_implies_hit
House02,9,12,13,223.2,224.0,0.8000000000000114,0.010863,0.0029467785994316373,False,False,False
House02,9,13,14,239.8,244.8,5.0,0.065131,0.0005335250156701349,False,False,False
House02,9,14,15,260.6,261.8,1.1999999999999886,0.084481,0.016420710569402506,False,False,False
House02,9,15,16,277.6,278.4,0.7999999999999545,0.163912,0.04446399464144909,False,True,False
House02,9,16,17,294.2,299.2,5.0,0.159873,0.0013096105515074462,False,True,False
House03,0,1,2,25.0,26.0,1.0,0.088776,0.020385008037831845,False,False,False
House03,0,2,3,41.8,42.8,1.0,0.015785,0.0036245984486480095,False,True,False
House03,0,3,4,58.6,63.4,4.799999999999997,0.092619,0.0008962920458357331,False,True,False
House03,0,4,5,79.2,82.4,3.200000000000003,0.741301,0.02721468737759187,False,True,False
House03,0,5,6,98.2,99.2,1.0,0.566945,0.13018358995684168,True,True,True
House03,0,6,7,115.0,116.2,1.2000000000000028,0.748531,0.14549319850883966,True,True,True
House03,0,7,8,132.0,135.0,3.0,1.613416,0.06997413474385066,False,True,False
House03,0,8,9,150.8,151.6,0.799999999999983,0.691318,0.18753208945981117,True,True,True
House03,0,9,10,167.4,169.0,1.5999999999999943,0.819054,0.11407240782407672,True,True,True
House03,0,10,11,184.8,189.0,4.199999999999989,0.789347,0.012594028110041474,False,True,False
House03,0,11,12,204.8,207.4,2.5999999999999943,0.928469,0.05619833033364728,False,True,False
House03,0,12,13,223.2,224.4,1.200000000000017,1.447722,0.28139610027054573,True,True,True
House03,0,13,14,240.2,243.4,3.200000000000017,1.585054,0.058190598807503276,False,True,False
House03,0,14,15,259.2,260.0,0.8000000000000114,1.485361,0.4029301304639949,True,True,True
House03,0,15,16,275.8,277.0,1.1999999999999886,1.647972,0.32031902130040346,True,True,True
House03,0,16,17,292.8,296.8,4.0,1.363062,0.025691811075470902,False,True,False
House03,1,1,2,20.4,21.4,1.0,0.03993,0.009168844856161863,False,False,False
House03,1,2,3,37.2,38.2,1.0,3e-05,6.888688847604707e-06,False,False,False
House03,1,3,4,54.0,58.8,4.799999999999997,0.078127,0.0007560501480798575,False,True,False
House03,1,4,5,74.6,76.6,2.0,0.22219,0.022173168366044705,False,True,False
House03,1,5,6,92.4,93.2,0.7999999999999972,0.758289,0.20569914364212863,True,True,True
House03,1,6,7,109.0,109.8,0.7999999999999972,1.154104,0.31307087993358107,True,True,True
House03,1,7,8,125.6,128.4,2.8000000000000114,1.066132,0.05462413466001883,False,True,False
House03,1,8,9,144.2,145.0,0.8000000000000114,1.329664,0.36069459814366833,True,True,True
House03,1,9,10,160.8,162.2,1.3999999999999773,1.110725,0.18274985191020818,True,True,True
House03,1,10,11,178.0,180.4,2.4000000000000057,1.089464,0.07790248341285992,False,True,False
House03,1,11,12,196.2,197.6,1.4000000000000057,1.043513,0.17169132432993994,True,True,True
House03,1,12,13,213.4,214.4,1.0,1.848966,0.4245650487933428,True,True,True
House03,1,13,14,230.2,232.4,2.200000000000017,1.256438,0.10613579930884934,True,True,True
House03,1,14,15,248.2,249.0,0.8000000000000114,2.938284,0.797060886518677,True,True,True
House03,1,15,16,264.8,266.6,1.8000000000000114,1.567159,0.18475607206751063,True,True,True
House03,1,16,17,282.4,284.8,2.400000000000034,1.155494,0.08262398038728865,False,True,False
House03,2,1,2,19.8,20.8,1.0,0.11255,0.025844064326596985,False,False,False
House03,2,2,3,36.6,37.6,1.0,0.014702,0.0033759167812494792,False,True,False
House03,2,3,4,53.4,58.2,4.800000000000004,0.013795,0.00013349689342687644,False,True,False
House03,2,4,5,74.0,78.6,4.599999999999994,0.019018,0.0002174186082333104,False,True,False
House03,2,5,6,94.4,95.4,1.0,3.338383,0.7665693913711047,True,True,True
House03,2,6,7,111.2,113.0,1.7999999999999972,0.197604,0.023296001787201426,False,True,False
House03,2,7,8,128.8,131.0,2.1999999999999886,0.80947,0.06837881810844333,False,True,False
House03,2,8,9,146.8,147.6,0.799999999999983,1.257642,0.3411573719365268,True,True,True
House03,2,9,10,163.4,165.4,2.0,0.919872,0.09179745592155487,False,True,False
House03,2,10,11,181.2,183.2,2.0,1.00852,0.10064397029804856,True,True,True
House03,2,11,12,199.0,199.8,0.8000000000000114,1.048306,0.28437132343328564,True,True,True
House03,2,12,13,215.6,216.8,1.200000000000017,1.09034,0.2119311746101716,True,True,True
House03,2,13,14,232.6,235.2,2.5999999999999943,1.52145,0.09209025792581944,False,True,False
House03,2,14,15,251.0,253.2,2.1999999999999886,2.292545,0.1936594531735842,True,True,True
House03,2,15,16,269.0,269.8,0.8000000000000114,1.383356,0.37525949150284016,True,True,True
House03,2,16,17,285.6,288.8,3.1999999999999886,1.684014,0.06182362434353729,False,True,False
House03,3,1,2,22.0,23.0,1.0,0.076924,0.017663516697104815,False,False,False
House03,3,2,3,38.8,39.8,1.0,0.085076,0.019535403079960597,False,False,False
House03,3,3,4,55.6,60.4,4.799999999999997,0.048923,0.00047343736985307086,False,False,False
House03,3,4,5,76.2,82.4,6.200000000000003,0.0,0.0,False,False,False
House03,3,5,6,98.2,99.2,1.0,0.0,0.0,False,False,False
House03,3,6,7,115.0,118.0,3.0,2.4e-05,1.0408842070813826e-06,False,True,False
House03,3,7,8,133.8,136.8,3.0,1.18894,0.051564536215305795,False,True,False
House03,3,8,9,152.6,154.2,1.5999999999999943,0.718973,0.1001337900437577,True,True,True
House03,3,9,10,170.0,172.8,2.8000000000000114,1.023065,0.05241756210858707,False,True,False
House03,3,10,11,188.6,191.2,2.5999999999999943,0.995708,0.060268169534852825,False,True,False
House03,3,11,12,207.0,207.8,0.8000000000000114,1.252606,0.33979126892383926,True,True,True
House03,3,12,13,223.6,224.4,0.8000000000000114,1.302148,0.353230402254691,True,True,True
House03,3,13,14,240.2,243.0,2.8000000000000114,1.013923,0.0519491643500901,False,True,False
House03,3,14,15,258.8,259.6,0.8000000000000114,2.507083,0.680090079296591,True,True,True
House03,3,15,16,275.4,276.4,1.0,2.07255,0.47590506903677116,True,True,True
House03,3,16,17,292.2,296.2,4.0,1.948493,0.036726366106514245,False,True,False
House03,4,1,2,22.0,23.0,1.0,0.123556,0.028371294641821566,False,False,False
House03,4,2,3,38.8,39.8,1.0,0.053153,0.012205149277224431,False,True,False
House03,4,3,4,55.6,60.4,4.799999999999997,0.051167,0.0004951529935464317,False,True,False
House03,4,4,5,76.2,78.8,2.5999999999999943,0.131228,0.007942962546971268,False,False,False
House03,4,5,6,94.6,95.4,0.8000000000000114,0.0,0.0,False,False,False
House03,4,6,7,111.2,112.0,0.7999999999999972,0.315512,0.08558814410971977,False,True,False
House03,4,7,8,127.8,132.8,5.000000000000014,0.49256,0.004034838736062376,False,True,False
House03,4,8,9,148.6,151.0,2.4000000000000057,0.641446,0.04586680824262696,False,True,False
House03,4,9,10,166.8,170.2,3.3999999999999773,1.923845,0.05978557756489934,False,True,False
House03,4,10,11,186.0,188.0,2.0,0.537747,0.053663777709777406,False,True,False
House03,4,11,12,203.8,204.8,1.0,1.06229,0.24392617586406676,True,True,True
House03,4,12,13,220.6,221.4,0.8000000000000114,2.734045,0.7416574883442024,True,True,True
House03,4,13,14,237.2,240.4,3.200000000000017,0.927139,0.03403718333116082,False,True,False
House03,4,14,15,256.2,257.0,0.8000000000000114,2.614668,0.7092743907777521,True,True,True
House03,4,15,16,272.8,273.6,0.8000000000000114,2.151037,0.5835063792861669,True,True,True
House03,4,16,17,289.4,292.8,3.400000000000034,2.118083,0.06582173485150242,False,True,False
House03,5,1,2,21.4,22.4,1.0,0.130579,0.02998393670104583,False,False,False
House03,5,2,3,38.2,39.2,1.0,0.033008,0.007579394716057872,False,False,False
House03,5,3,4,55.0,59.8,4.799999999999997,0.127477,0.001233619679838929,False,True,False
House03,5,4,5,75.6,78.6,3.0,2.156843,0.09354265899391792,False,True,False
House03,5,5,6,94.4,95.2,0.7999999999999972,0.006944,0.001883681358230096,False,False,False
House03,5,6,7,111.0,111.8,0.7999999999999972,0.0,0.0,False,False,False
House03,5,7,8,127.6,131.4,3.8000000000000114,0.044698,0.000995289939220222,False,True,False
House03,5,8,9,147.2,149.0,1.8000000000000114,0.398959,0.047034217814517845,False,True,False
House03,5,9,10,164.8,166.2,1.3999999999999773,0.701382,0.11539981240404747,True,True,True
House03,5,10,11,182.0,184.8,2.8000000000000114,1.037976,0.05318153924454729,False,True,False
House03,5,11,12,200.6,201.4,0.8000000000000114,1.497166,0.4061324430264813,True,True,True
House03,5,12,13,217.2,218.2,1.0,1.818076,0.41747199550992575,True,True,True
House03,5,13,14,234.0,236.4,2.4000000000000057,3.489719,0.24953351052723366,True,True,True
House03,5,14,15,252.2,253.0,0.8000000000000114,0.891602,0.2418626247639185,True,True,True
House03,5,15,16,268.8,269.6,0.8000000000000114,1.18536,0.32154961618542627,True,True,True
House03,5,16,17,285.4,287.6,2.2000000000000455,1.740949,0.14706417162720137,True,True,True
House03,6,1,2,20.6,21.6,1.0,0.147854,0.03395067336245821,False,False,False
House03,6,2,3,37.4,38.4,1.0,0.039871,0.00915529710142824,False,False,False
House03,6,3,4,54.2,59.0,4.799999999999997,0.057726,0.0005586257100369636,False,True,False
House03,6,4,5,74.8,76.8,2.0,1.427129,0.14241852287260912,True,True,True
House03,6,5,6,92.6,93.6,1.0,1.731533,0.3975997355453173,True,True,True
House03,6,6,7,109.4,110.4,1.0,0.004715,0.001082672263881873,False,False,False
House03,6,7,8,126.2,128.8,2.6000000000000085,0.008953,0.0005419067857700559,False,False,False
House03,6,8,9,144.6,146.4,1.8000000000000114,0.226183,0.026665247526540543,False,True,False
House03,6,9,10,162.2,164.6,2.4000000000000057,0.624981,0.04468947297556652,False,True,False
House03,6,10,11,180.4,182.8,2.4000000000000057,0.434959,0.03110188705893369,False,True,False
House03,6,11,12,198.6,199.6,1.0,0.699025,0.1605121907232293,True,True,True
House03,6,12,13,215.4,216.2,0.799999999999983,0.757417,0.20546259840244546,True,True,True
House03,6,13,14,232.0,235.8,3.8000000000000114,0.770839,0.01716426465297277,False,True,False
House03,6,14,15,251.6,252.4,0.8000000000000114,1.454783,0.39463531356135095,True,True,True
House03,6,15,16,268.2,269.0,0.8000000000000114,1.437387,0.3899163445366145,True,True,True
House03,6,16,17,284.8,286.8,2.0,1.469123,0.14660926067522703,True,True,True
House03,7,1,2,20.2,21.2,1.0,0.104846,0.0240750490305321,False,True,False
House03,7,2,3,37.0,38.0,1.0,0.042971,0.009867128282347395,False,False,False
House03,7,3,4,53.8,58.6,4.800000000000004,0.063603,0.0006154985801108824,False,True,False
House03,7,4,5,74.4,77.4,3.0,1.367597,0.05931292162299489,False,True,False
House03,7,5,6,93.2,94.0,0.7999999999999972,1.080654,0.2931462837696985,True,True,True
House03,7,6,7,109.8,110.6,0.7999999999999972,1.393032,0.37788427560742904,True,True,True
House03,7,7,8,126.4,130.2,3.799999999999983,0.000365,8.127451514953457e-06,False,False,False
House03,7,8,9,146.0,147.2,1.1999999999999886,0.0,0.0,False,False,False
House03,7,9,10,163.0,165.0,2.0,0.256482,0.025595294877626705,False,True,False
House03,7,10,11,180.8,183.2,2.3999999999999773,0.609235,0.04356355004115311,False,True,False
House03,7,11,12,199.0,199.8,0.8000000000000114,0.606385,0.1644925288609365,True,True,True
House03,7,12,13,215.6,216.4,0.8000000000000114,1.286763,0.34905695212560545,True,True,True
House03,7,13,14,232.2,234.4,2.200000000000017,1.029241,0.08694365835515912,False,True,False
House03,7,14,15,250.2,251.4,1.200000000000017,1.293526,0.251424770776819,True,True,True
House03,7,15,16,267.2,268.0,0.8000000000000114,0.919534,0.24943966792320457,True,True,True
House03,7,16,17,283.8,287.4,3.599999999999966,1.682791,0.044266391143213187,False,True,False
House03,8,1,2,20.8,21.8,1.0,0.116474,0.026745104827863683,False,False,False
House03,8,2,3,37.6,38.6,1.0,0.056083,0.012877944554673823,False,True,False
House03,8,3,4,54.4,59.6,5.200000000000003,0.046952,0.00032556576023401045,False,True,False
House03,8,4,5,75.4,78.6,3.1999999999999886,1.614553,0.059273567888824666,False,True,False
House03,8,5,6,94.4,95.2,0.7999999999999972,0.871159,0.23631710373766882,True,True,True
House03,8,6,7,111.0,111.8,0.7999999999999972,1.67872,0.45538213849193937,True,True,True
House03,8,7,8,127.6,131.4,3.8000000000000114,0.640734,0.01426721786022484,False,True,False
House03,8,8,9,147.2,148.4,1.200000000000017,3e-06,5.831149217955086e-07,False,False,False
House03,8,9,10,164.2,166.2,2.0,0.01013,0.0010109104619831354,False,False,False
House03,8,10,11,182.0,186.2,4.199999999999989,0.437377,0.0069783482203461976,False,True,False
House03,8,11,12,202.0,202.8,0.8000000000000114,0.570974,0.15488667624338393,True,True,True
House03,8,12,13,218.6,219.8,1.200000000000017,1.364754,0.2652694739933692,True,True,True
House03,8,13,14,235.6,238.0,2.4000000000000057,0.753365,0.053869613329425484,False,True,False
House03,8,14,15,253.8,254.6,0.799999999999983,0.918212,0.24908105231900823,True,True,True
House03,8,15,16,270.4,271.2,0.8000000000000114,0.890105,0.2414565373512932,True,True,True
House03,8,16,17,287.0,291.6,4.600000000000023,0.987844,0.01129328360666848,False,True,False
House03,9,1,2,19.4,20.4,1.0,0.071706,0.01646534408354477,False,False,False
House03,9,2,3,36.2,37.2,1.0,0.022426,0.005149524536546105,False,True,False
House03,9,3,4,53.0,57.8,4.799999999999997,0.063451,0.0006140276465986795,False,True,False
House03,9,4,5,73.6,77.6,4.0,1.414245,0.02665653899413918,False,True,False
House03,9,5,6,93.4,94.2,0.7999999999999972,1.227511,0.3329838115959654,True,True,True
House03,9,6,7,110.0,111.2,1.2000000000000028,1.078651,0.2096591645032182,True,True,True
House03,9,7,8,127.0,130.0,3.0,1.681849,0.07294208594981734,False,True,False
House03,9,8,9,145.8,146.6,0.799999999999983,0.505462,0.1371154013095783,True,True,True
House03,9,9,10,162.4,164.0,1.5999999999999943,0.055437,0.007720897611809895,False,False,False
House03,9,10,11,179.8,184.0,4.199999999999989,0.457939,0.007306414845035558,False,True,False
House03,9,11,12,199.8,202.4,2.5999999999999943,0.458295,0.02773965937501293,False,True,False
House03,9,12,13,218.2,219.4,1.200000000000017,0.730163,0.14192298021432465,True,True,True
House03,9,13,14,235.2,237.2,2.0,0.787793,0.07861680015568413,False,True,False
House03,9,14,15,253.0,253.8,0.8000000000000114,1.356265,0.36791058429146184,True,True,True
House03,9,15,16,269.6,270.8,1.1999999999999886,1.064189,0.20684816183688504,True,True,True
House03,9,16,17,286.6,288.6,2.0,1.71186,0.17083289076509872,True,True,True
